afikim-wifi,00:1a:dd:e3:06:e4,-78,1,35.2073198916877,32.102529803081474,699.8860444903257,2017-12-3T8:37:10Z
 AUC_51_3,00:27:19:e3:2d:fe,-86,1,35.207308362312084,32.10253052499007,699.7626516867762,2017-12-3T8:37:10Z
 AUC_54_R,00:25:86:cc:00:f8,-86,5,35.20743328390021,32.10289295056306,697.6633104492996,2017-12-3T8:37:10Z
 surikat,14:ae:db:32:52:12,-89,6,35.20743328390021,32.10289295056306,697.6633104492996,2017-12-3T8:37:10Z
 Ariel_University,1c:b9:c4:16:f1:98,-90,11,35.20743328390021,32.10289295056306,697.6633104492996,2017-12-3T8:37:10Z
 afikim-wifi,34:0b:01:19:21:42,-91,7,35.20743328390021,32.10289295056306,697.6633104492996,2017-12-3T8:37:10Z
 Moria,d8:fe:e3:03:5a:31,-78,6,35.20734570155965,32.102528187003614,700.1622738859833,2017-12-3T8:37:13Z
 Lidor a,a0:4f:d4:3b:e9:01,-84,6,35.20734570155966,32.102528187003614,700.1622738859834,2017-12-3T8:37:13Z
 tanya,14:ae:db:3a:64:05,-86,1,35.20734570155966,32.10252818700362,700.1622738859834,2017-12-3T8:37:13Z
 Hagar,10:be:f5:3b:68:2c,-87,11,35.20734570155965,32.102528187003614,700.1622738859833,2017-12-3T8:37:13Z
 Ariel_University,1c:b9:c4:16:f4:7c,-87,36,35.20734570155965,32.102528187003614,700.1622738859833,2017-12-3T8:37:13Z
 Ariel_University,ec:8c:a2:08:a9:38,-88,6,35.20734570155965,32.102528187003614,700.1622738859833,2017-12-3T8:37:13Z
 Yan,00:21:04:4c:2a:a2,-89,6,35.20734570155965,32.102528187003614,700.1622738859833,2017-12-3T8:37:13Z
 Cellcom-WiFi_0123,a0:4f:d4:3a:a0:e1,-89,11,35.20734570155965,32.102528187003614,700.1622738859833,2017-12-3T8:37:13Z
 Ariel_University,ec:8c:a2:08:94:1c,-89,44,35.20734570155965,32.102528187003614,700.1622738859833,2017-12-3T8:37:13Z
Ariel_University,ec:8c:a2:08:94:18,-76,1,35.20894168563406,32.10288979029763,691.8273694760404,2017-12-3T8:37:15Z
 Sveta,d0:0f:6d:f1:35:2f,-85,4,35.20894168563406,32.10288979029763,691.8273694760404,2017-12-3T8:37:15Z
 ear,a0:ab:1b:59:55:54,-85,1,35.20894168563406,32.10288979029763,691.8273694760404,2017-12-3T8:37:15Z
 Knoch,b0:48:7a:a1:80:8c,-86,4,35.20894168563406,32.10288979029763,691.8273694760404,2017-12-3T8:37:15Z
 LARISA,10:be:f5:39:8f:f2,-86,3,35.20894168563406,32.10288979029763,691.8273694760404,2017-12-3T8:37:15Z
 netbox-550b,00:12:2a:39:2c:3c,-86,1,35.20894168563406,32.10288979029763,691.8273694760404,2017-12-3T8:37:15Z
 Home,10:be:f5:a7:b4:f4,-87,7,35.20894168563406,32.10288979029763,691.8273694760404,2017-12-3T8:37:15Z
 ,1c:b9:c4:96:f1:97,-88,60,35.20894168563406,32.10288979029763,691.8273694760404,2017-12-3T8:37:15Z
 Ariel_University,ec:8c:a2:08:78:cc,-89,48,35.20894168563406,32.10288979029763,691.8273694760404,2017-12-3T8:37:15Z
 Ariel_University,1c:b9:c4:16:d2:88,-92,11,35.20894168563406,32.10288979029763,691.8273694760404,2017-12-3T8:37:15Z
BEZEQINT-8831,14:ae:db:43:88:35,-85,6,35.207339181669674,32.10251581558651,697.993173771496,2017-12-3T8:37:18Z
 Ariel_University,ec:8c:a2:09:03:38,-85,1,35.20752905398608,32.10275027159762,694.2362004320263,2017-12-3T8:37:18Z
 Ariel_University,1c:b9:c4:14:33:c8,-90,11,35.20752905398608,32.10275027159762,694.2362004320263,2017-12-3T8:37:18Z
 ,1c:b9:c4:96:28:f7,-91,36,35.20752905398608,32.10275027159762,694.2362004320263,2017-12-3T8:37:18Z
 ,1c:b9:c4:96:f4:77,-85,36,35.20819917827672,32.102821209609324,693.7210746575796,2017-12-3T8:37:21Z
 ,ec:8c:a2:88:94:17,-86,44,35.20834885931052,32.102983743502286,693.3121409684732,2017-12-3T8:37:21Z
